year	source	target	sourceTarget	value	valueSource	valueTarget	distance	sameCurrency	sameLanguage	sourceGeo	targetGeo	sourceHDI	targetHDI	sourcePopulation	targetPopulation
1990	BB	GB	BB-GB	22449	0.0230645002126	0.000111765412792	6733.28874057	0	1	13.153,-59.559	53,-1.6	0.825	0.875	291933	60244834
1990	BB	CR	BB-CR	8	0.00918686642254	0.000619784646275	2681.94947533	0	0	13.153,-59.559	9.971,-83.946	0.825	0.773	291933	4327228
1990	BB	IE	BB-IE	4	0.0216942807362	0.0015285607196	6333.27645816	0	1	13.153,-59.559	53.177,-8.152	0.825	0.916	291933	4143294
1990	BB	CU	BB-CU	43	0.00731858131986	0.000189747195953	2136.53540045	0	0	13.153,-59.559	21.297,-77.781	0.825	0.78	291933	11259905
1990	BB	KN	BB-KN	41	0.00198568175867	0.0117971027077	579.686032853	0	1	13.153,-59.559	17.34,-62.769	0.825	0.745	291933	49138
1990	BB	US	BB-US	49506	0.0165155135275	1.60796415189e-05	4821.42341063	0	1	13.153,-59.559	39.622,-98.606	0.825	0.937	291933	299846449
1990	BB	MX	BB-MX	1	0.0160046040912	4.48109117092e-05	4672.27208615	0	0	13.153,-59.559	23.951,-102.535	0.825	0.775	291933	104266392
1990	BB	SE	BB-SE	79	0.0271898901234	0.000878245536553	7937.6261934	0	0	13.153,-59.559	62.011,15.27	0.825	0.916	291933	9038049
1990	DO	BE	DO-BE	591	0.000778522749797	0.000709007988903	7372.29981	0	0	19.015,-70.729	50.643,4.664	0.702	0.897	9469601	10398049
1990	DO	FR	DO-FR	454	0.000763367935355	0.000118523123257	7228.78976401	0	0	19.015,-70.729	46.565,2.55	0.702	0.893	9469601	60990544
1990	DO	DK	DO-DK	35	0.000808484230095	0.0014133470201	7656.02307379	0	0	19.015,-70.729	56.058,9.264	0.702	0.901	9469601	5416945
1990	DO	DE	DO-DE	1012	0.000816614691889	9.35607218098e-05	7733.01530293	0	0	19.015,-70.729	51.11,9.851	0.702	0.92	9469601	82652369
1990	DO	HT	DO-HT	2406	1.72735787964e-05	1.75956087265e-05	163.573899044	0	0	19.015,-70.729	19.142,-72.278	0.702	0.456	9469601	9296291
1990	DO	HN	DO-HN	103	0.000187940671092	0.00260417694025	1779.72316691	0	1	19.015,-70.729	14.819,-86.863	0.702	0.632	9469601	683411
1990	DO	BR	DO-BR	277	0.000405467592681	2.0551307192e-05	3839.61632112	0	0	19.015,-70.729	-10.772,-53.089	0.702	0.73	9469601	186830759
1990	DO	BS	DO-BS	44	0.000103275053797	0.00302501910859	977.973552713	0	0	19.015,-70.729	24.628,-78.014	0.702	0.794	9469601	323295
1990	DO	NI	DO-NI	50	0.000177133591377	0.000307070472914	1677.38443404	0	1	19.015,-70.729	12.84,-85.034	0.702	0.599	9469601	5462539
